poseodom.x poseodom.y markerPose1.x markerPose1.y markerPose2.x markerPose2.y markerPose3.x markerPose3.y markerPose4.x markerPose4.y PoseAver.x PoseAver.y
-0.837504 -0.369846 1.68334 -0.138381 -1.20343 -0.716801 -0.383012 0.593598 0 0 -0.837504 -0.369846
-0.978953 -1.00926 1.68334 -0.138381 -0.783431 -0.670686 -1.6743 -2.21292 0 0 -0.978953 -1.00926
-1.6161 -0.602619 1.68334 -0.138381 -1.48724 -0.653404 -1.05623 -0.410517 0 0 -1.6161 -0.602619
-1.19386 -0.465746 1.68334 -0.138381 -1.30089 -0.623119 -0.761551 -0.0162229 0 0 -1.19386 -0.465746
-1.3991 -0.709875 1.68334 -0.138381 -1.10652 -0.643881 -1.5363 -0.997012 0 0 -1.3991 -0.709875
-0.112853 -0.517412 1.68334 -0.138381 -0.211577 -1.10677 -0.502276 0.118361 0 0 -0.112853 -0.517412
-1.25228 -1.00528 1.68334 -0.138381 -1.47668 -0.596958 -1.44127 -2.52416 0 0 -1.25228 -1.00528
-1.39517 -0.668628 1.68334 -0.138381 -1.7341 -0.719434 -1.01705 -0.583233 0 0 -1.39517 -0.668628
-1.42909 -0.968316 1.68334 -0.138381 -1.51368 -0.682094 -1.41719 -1.78685 0 0 -1.42909 -0.968316
-0.753607 -0.6259 1.68334 -0.138381 -0.89477 -0.756922 -1.18478 -0.589736 0 0 -0.753607 -0.6259
-1.52158 -0.715183 1.68334 -0.138381 -1.28845 -0.609443 -1.29313 -1.1498 0 0 -1.52158 -0.715183
-1.17136 -0.732431 1.68334 -0.138381 -1.551 -0.646793 -1.17969 -1.02695 0 0 -1.17136 -0.732431
-0.898963 -0.696953 1.68334 -0.138381 -0.783954 -0.798501 -1.10834 -0.718031 0 0 -0.898963 -0.696953
-1.54783 -0.79227 1.68334 -0.138381 -1.81224 -0.751563 -1.1945 -0.803909 0 0 -1.54783 -0.79227
-1.23063 -0.62304 1.68334 -0.138381 -1.46326 -0.665874 -1.23592 -0.498661 0 0 -1.23063 -0.62304
-1.04016 -0.670722 1.68334 -0.138381 -1.51062 -0.74272 -0.794474 -0.496827 0 0 -1.04016 -0.670722
-0.865517 -0.633534 1.68334 -0.138381 -0.951104 -0.752093 -1.29908 -0.590911 0 0 -0.865517 -0.633534
-0.805022 -1.26363 1.68334 -0.138381 -0.625823 -0.868641 -1.13031 -3.11579 0 0 -0.805022 -1.26363
-1.22885 -0.500372 1.68334 -0.138381 -1.69806 -0.769533 -0.654625 0.0753841 0 0 -1.22885 -0.500372
-0.837366 -0.860321 1.68334 -0.138381 -0.38208 -1.06976 -0.884265 -0.378463 0 0 -0.837366 -0.860321
-1.30747 -0.746707 1.68334 -0.138381 -1.30058 -0.722781 -1.35797 -1.09271 0 0 -1.30747 -0.746707
-0.837277 -0.41699 1.68334 -0.138381 -1.03162 -0.709528 -0.337089 0.257512 0 0 -0.837277 -0.41699
-1.46905 -0.256032 1.68334 -0.138381 -1.86386 -0.752167 0.782565 0.901375 0 0 -1.46905 -0.256032
-1.47925 -0.900243 1.68334 -0.138381 -1.42689 -0.662179 -1.52431 -1.70549 0 0 -1.47925 -0.900243
-0.853859 -0.484045 1.68334 -0.138381 -1.40852 -0.755132 -0.739536 -0.18274 0 0 -0.853859 -0.484045
-0.967398 -0.526568 1.68334 -0.138381 -1.52597 -0.770195 -0.892601 -0.248068 0 0 -0.967398 -0.526568
-1.49668 -0.918086 1.68334 -0.138381 -1.60873 -0.78008 -1.5861 -1.5036 0 0 -1.49668 -0.918086
-1.45481 -0.789093 1.68334 -0.138381 -1.48105 -0.733818 -1.37419 -1.10409 0 0 -1.45481 -0.789093
-1.02146 -0.832521 1.68334 -0.138381 -1.01876 -0.812741 -1.37025 -1.44206 0 0 -1.02146 -0.832521
-0.914393 -1.21299 1.68334 -0.138381 -0.625349 -0.961539 -1.45813 -2.39834 0 0 -0.914393 -1.21299
-1.69254 -0.962577 1.68334 -0.138381 -1.99806 -0.92628 -1.54767 -1.30956 0 0 -1.69254 -0.962577
-0.804275 -0.583604 1.68334 -0.138381 -0.83117 -0.852562 -0.665201 0.257969 0 0 -0.804275 -0.583604
-0.765187 -0.702776 1.68334 -0.138381 -0.599594 -0.910514 -0.860686 -0.172805 0 0 -0.765187 -0.702776
-1.35682 -0.796372 1.68334 -0.138381 -1.73526 -0.846961 -0.789756 -0.388213 0 0 -1.35682 -0.796372
-0.75964 -0.796779 1.68334 -0.138381 -0.812614 -0.862505 -1.49747 -1.10442 0 0 -0.75964 -0.796779
-0.746556 -0.707333 1.68334 -0.138381 -0.639403 -0.915482 -1.03699 -0.0889917 0 0 -0.746556 -0.707333
-0.836413 -0.713089 1.68334 -0.138381 -1.11378 -0.832348 -1.47849 -1.00219 0 0 -0.836413 -0.713089
-1.1502 -0.769731 1.68334 -0.138381 -0.858033 -0.860062 -1.25838 -0.505092 0 0 -1.1502 -0.769731
-1.15661 -0.475354 1.68334 -0.138381 -1.59066 -0.78235 0.0868061 0.624034 0 0 -1.15661 -0.475354
-1.73861 -0.615516 1.68334 -0.138381 -1.88536 -0.85594 -0.790005 0.0784856 0 0 -1.73861 -0.615516
-0.569761 -0.373778 1.68334 -0.138381 -1.29569 -0.866083 0.190092 0.449769 0 0 -0.569761 -0.373778
-1.58769 -1.21428 1.68334 -0.138381 -1.48723 -0.819048 -1.65947 -2.66724 0 0 -1.58769 -1.21428
-1.85806 -1.28877 1.68334 -0.138381 -1.92613 -0.865989 -1.6429 -2.91104 0 0 -1.85806 -1.28877
-0.653359 -0.645929 1.68334 -0.138381 -0.888206 -0.905659 -1.30991 -0.591194 0 0 -0.653359 -0.645929
-1.22739 -0.899227 1.68334 -0.138381 -1.72339 -0.709782 -1.51028 -1.53192 0 0 -1.22739 -0.899227
-1.07297 -0.854183 1.68334 -0.138381 -0.867947 -0.857402 -1.10202 -0.595789 0 0 -1.07297 -0.854183
-0.88722 -1.01544 1.68334 -0.138381 -0.925448 -0.924711 -1.83396 -2.11816 0 0 -0.88722 -1.01544
-0.883269 -0.739097 1.68334 -0.138381 -1.19545 -0.774154 -1.19601 -1.13361 0 0 -0.883269 -0.739097
-1.36545 -0.913124 1.68334 -0.138381 -1.07125 -0.888313 -1.49393 -1.02335 0 0 -1.36545 -0.913124
-1.20183 -0.573171 1.68334 -0.138381 -1.43434 -0.791803 -0.930051 0.215303 0 0 -1.20183 -0.573171
-1.28487 -1.08987 1.68334 -0.138381 -1.53906 -0.73653 -1.61227 -2.38781 0 0 -1.28487 -1.08987
-0.930767 -0.903544 1.68334 -0.138381 -0.763749 -0.949693 -1.2587 -0.935115 0 0 -0.930767 -0.903544
-1.61187 -0.50679 1.68334 -0.138381 -1.22796 -0.757558 -0.983308 -0.446357 0 0 -1.61187 -0.50679
-1.36679 -0.70122 1.68334 -0.138381 -1.14547 -0.782181 -1.41538 -0.692098 0 0 -1.36679 -0.70122
-0.926441 -0.481646 1.68334 -0.138381 -1.33036 -0.782599 -0.177864 0.796079 0 0 -0.926441 -0.481646
-0.840619 -0.459823 1.68334 -0.138381 -1.25492 -0.821743 -0.955342 0.160967 0 0 -0.840619 -0.459823
-1.85214 -1.02981 1.68334 -0.138381 -1.83513 -0.799035 -1.60378 -1.86533 0 0 -1.85214 -1.02981
-1.49105 -1.17607 1.68334 -0.138381 -1.17908 -0.80115 -1.32961 -2.85166 0 0 -1.49105 -1.17607
-2.03786 -0.494345 1.68334 -0.138381 -1.84764 -1.06265 -0.841481 0.117031 0 0 -2.03786 -0.494345
-1.74812 -0.975116 1.68334 -0.138381 -1.83594 -0.974603 -1.70345 -1.37032 0 0 -1.74812 -0.975116
-1.52641 -0.900379 1.68334 -0.138381 -1.69819 -0.936982 -1.45368 -0.917884 0 0 -1.52641 -0.900379
-1.02503 -0.605878 1.68334 -0.138381 -1.15401 -0.782643 -1.04853 -0.203549 0 0 -1.02503 -0.605878
-1.75329 -0.781284 1.68334 -0.138381 -2.03191 -0.947161 -1.17558 -0.353543 0 0 -1.75329 -0.781284
-1.39218 -0.774788 1.68334 -0.138381 -1.3366 -0.94858 -1.01344 -0.445685 0 0 -1.39218 -0.774788
-1.06489 -1.14007 1.68334 -0.138381 -0.554324 -1.20165 -1.75749 -1.41431 0 0 -1.06489 -1.14007
-1.36175 -1.05646 1.68334 -0.138381 -1.09443 -0.863651 -1.52601 -1.87212 0 0 -1.36175 -1.05646
-1.10052 -0.610816 1.68334 -0.138381 -1.1305 -0.761295 -1.2727 -0.0959098 0 0 -1.10052 -0.610816
-1.54316 -0.421615 1.68334 -0.138381 -1.51607 -0.882485 -0.26119 1.08094 0 0 -1.54316 -0.421615
-0.834397 -0.496451 1.68334 -0.138381 -0.994738 -0.819643 0.085685 0.501499 0 0 -0.834397 -0.496451
-1.66946 -0.863563 1.68334 -0.138381 -1.58199 -0.908232 -1.24821 -1.08341 0 0 -1.66946 -0.863563
-1.28763 -0.713667 1.68334 -0.138381 -1.60783 -0.858959 -0.917109 -0.0508299 0 0 -1.28763 -0.713667
-1.56541 -0.461549 1.68334 -0.138381 -1.90094 -1.02682 0.605003 1.08568 0 0 -1.56541 -0.461549
-1.54206 -1.12657 1.68334 -0.138381 -1.39921 -0.788448 -1.921 -2.44332 0 0 -1.54206 -1.12657
-0.970037 -0.701598 1.68334 -0.138381 -1.12264 -0.862272 -0.87717 0.0462551 0 0 -0.970037 -0.701598
-1.2019 -0.847535 1.68334 -0.138381 -1.3682 -0.825163 -1.59615 -1.27622 0 0 -1.2019 -0.847535
-1.35864 -0.60206 1.68334 -0.138381 -1.35411 -0.80561 -0.852763 0.274188 0 0 -1.35864 -0.60206
-1.88303 -1.07454 1.68334 -0.138381 -1.54128 -0.924011 -1.80859 -2.14743 0 0 -1.88303 -1.07454
-1.46984 -0.654827 1.68334 -0.138381 -1.75188 -1.02902 -0.240539 0.48472 0 0 -1.46984 -0.654827
-1.62166 -0.89194 1.68334 -0.138381 -2.34589 -1.41959 -0.715388 0.285085 0 0 -1.62166 -0.89194
-1.29014 -0.891679 1.68334 -0.138381 -1.608 -0.915666 -1.57613 -1.00853 0 0 -1.29014 -0.891679
-1.44862 -0.694121 1.68334 -0.138381 -1.59057 -0.951562 -0.743735 0.276143 0 0 -1.44862 -0.694121
-1.82699 -0.793365 1.68334 -0.138381 -1.96558 -1.04217 -1.1459 -0.0791367 0 0 -1.82699 -0.793365
-1.35932 -1.05323 1.68334 -0.138381 -1.73558 -0.920938 -1.64438 -1.79647 0 0 -1.35932 -1.05323
-1.65604 -0.830551 1.68334 -0.138381 -2.00015 -1.03396 -1.44589 -0.552091 0 0 -1.65604 -0.830551
-1.4882 -0.505254 1.68334 -0.138381 -1.45595 -0.884277 -0.325853 0.561061 0 0 -1.4882 -0.505254
-1.189 -0.669296 1.68334 -0.138381 -1.90592 -1.11925 -0.959965 -0.298775 0 0 -1.189 -0.669296
-1.38275 -0.982738 1.68334 -0.138381 -1.28783 -0.894412 -1.61672 -1.24786 0 0 -1.38275 -0.982738
-1.58674 -0.880188 1.68334 -0.138381 -1.62849 -0.923603 -1.35279 -0.825658 0 0 -1.58674 -0.880188
-1.57623 -1.30648 1.68334 -0.138381 -1.31497 -0.812699 -1.59516 -3.18806 0 0 -1.57623 -1.30648
-1.63595 -0.935738 1.68334 -0.138381 -1.68887 -0.900563 -1.61699 -0.978753 0 0 -1.63595 -0.935738
-2.11362 -1.11873 1.68334 -0.138381 -2.18221 -1.10419 -1.90608 -2.00112 0 0 -2.11362 -1.11873
-1.29524 -1.18517 1.68334 -0.138381 -1.55905 -0.872159 -1.78379 -2.83128 0 0 -1.29524 -1.18517
-1.70319 -0.672658 1.68334 -0.138381 -1.68681 -0.888148 -1.29621 -0.105223 0 0 -1.70319 -0.672658
-1.50579 -0.642819 1.68334 -0.138381 -1.87283 -0.962054 -0.861661 0.43047 0 0 -1.50579 -0.642819
-1.27352 -0.797011 1.68334 -0.138381 -0.928833 -0.847299 -1.28597 -0.428299 0 0 -1.27352 -0.797011
-1.71433 -1.04022 1.68334 -0.138381 -1.45557 -0.844716 -1.64259 -1.99942 0 0 -1.71433 -1.04022
-1.88313 -1.10791 1.68334 -0.138381 -1.88728 -0.924504 -1.79345 -1.78981 0 0 -1.88313 -1.10791
-2.19827 -1.1478 1.68334 -0.138381 -2.27702 -1.45142 -1.54049 -0.958374 0 0 -2.19827 -1.1478
-2.23924 -1.34033 1.68334 -0.138381 -2.14322 -1.20378 -1.69944 -2.65151 0 0 -2.23924 -1.34033
-1.62178 -1.10523 1.68334 -0.138381 -1.77266 -0.912228 -1.98439 -1.83736 0 0 -1.62178 -1.10523
-1.13101 -1.0904 1.68334 -0.138381 -1.2666 -0.896436 -1.74677 -2.19773 0 0 -1.13101 -1.0904
-1.53979 -1.39727 1.68334 -0.138381 -1.71939 -0.806557 -1.28066 -3.50469 0 0 -1.53979 -1.39727
-1.60307 -1.0942 1.68334 -0.138381 -1.52782 -0.913883 -2.02387 -1.55724 0 0 -1.60307 -1.0942
-1.68196 -1.00862 1.68334 -0.138381 -2.14161 -1.20713 -1.67726 -0.742084 0 0 -1.68196 -1.00862
-2.12818 -1.05774 1.68334 -0.138381 -2.25129 -1.11666 -1.73636 -0.989962 0 0 -2.12818 -1.05774
-1.36552 -0.679189 1.68334 -0.138381 -1.83154 -0.981431 -0.787841 0.393278 0 0 -1.36552 -0.679189
-0.760194 -0.773592 1.68334 -0.138381 -1.05146 -0.916418 -1.51835 -1.17637 0 0 -0.760194 -0.773592
-1.23857 -0.853989 1.68334 -0.138381 -1.73335 -1.065 -1.79298 -1.17727 0 0 -1.23857 -0.853989
-1.30381 -0.865414 1.68334 -0.138381 -1.53191 -0.902455 -1.79298 -1.17727 0 0 -1.30381 -0.865414
-1.97861 -1.01904 1.68334 -0.138381 -1.95389 -1.13031 -1.79298 -1.17727 0 0 -1.97861 -1.01904
-1.58555 -0.904475 1.68334 -0.138381 -1.42685 -0.892672 -1.79298 -1.17727 0 0 -1.58555 -0.904475
-1.48817 -0.847098 1.68334 -0.138381 -1.67732 -0.843274 -1.79298 -1.17727 0 0 -1.48817 -0.847098
-1.28393 -0.869943 1.68334 -0.138381 -1.09281 -0.886621 -1.79298 -1.17727 0 0 -1.28393 -0.869943
-2.29429 -1.2807 1.68334 -0.138381 -2.30901 -1.39575 -1.79298 -1.17727 0 0 -2.29429 -1.2807
-1.06356 -0.995241 1.68334 -0.138381 -0.964848 -1.02359 -1.79298 -1.17727 0 0 -1.06356 -0.995241
-1.50969 -0.887328 1.68334 -0.138381 -1.45964 -0.839641 -1.79298 -1.17727 0 0 -1.50969 -0.887328
-1.91184 -1.33602 1.68334 -0.138381 -2.3124 -1.56507 -1.79298 -1.17727 0 0 -1.91184 -1.33602
-1.84994 -1.2392 1.68334 -0.138381 -2.17186 -1.29253 -1.79298 -1.17727 0 0 -1.84994 -1.2392
-1.97578 -0.811189 1.68334 -0.138381 -1.57258 -0.979748 -1.79298 -1.17727 0 0 -1.97578 -0.811189
-2.46375 -0.90161 1.68334 -0.138381 -2.10906 -1.17828 -1.79298 -1.17727 0 0 -2.46375 -0.90161
-1.90759 -1.01287 1.68334 -0.138381 -1.88684 -1.08942 -1.79298 -1.17727 0 0 -1.90759 -1.01287
-1.01179 -1.11774 1.68334 -0.138381 -0.725013 -1.19737 -1.79298 -1.17727 0 0 -1.01179 -1.11774
-1.84324 -1.04013 1.68334 -0.138381 -1.78014 -1.01143 -1.79298 -1.17727 0 0 -1.84324 -1.04013
-1.91286 -0.892104 1.68334 -0.138381 -1.5882 -0.926074 -1.79298 -1.17727 0 0 -1.91286 -0.892104
-1.63637 -0.876136 1.68334 -0.138381 -1.45932 -0.815678 -1.79298 -1.17727 0 0 -1.63637 -0.876136
-1.52287 -0.918838 1.68334 -0.138381 -1.59535 -0.884231 -1.79298 -1.17727 0 0 -1.52287 -0.918838
-1.71366 -1.01411 1.68334 -0.138381 -1.95349 -1.09982 -1.79298 -1.17727 0 0 -1.71366 -1.01411
-2.32408 -0.844318 1.68334 -0.138381 -1.92801 -1.10803 -1.79298 -1.17727 0 0 -2.32408 -0.844318
-2.0354 -1.06742 1.68334 -0.138381 -2.09727 -1.13949 -1.79298 -1.17727 0 0 -2.0354 -1.06742
-1.92553 -1.24648 1.68334 -0.138381 -2.069 -1.30164 -1.79298 -1.17727 0 0 -1.92553 -1.24648
-1.65318 -0.903872 1.68334 -0.138381 -1.68812 -0.920055 -1.79298 -1.17727 0 0 -1.65318 -0.903872
-0.773585 -0.857477 1.68334 -0.138381 -1.15596 -0.911833 -1.79298 -1.17727 0 0 -0.773585 -0.857477
-1.57596 -0.99564 1.68334 -0.138381 -1.78461 -1.0527 -1.79298 -1.17727 0 0 -1.57596 -0.99564
-2.22633 -1.00849 1.68334 -0.138381 -2.08453 -1.21199 -1.79298 -1.17727 0 0 -2.22633 -1.00849
-2.31136 -1.52569 1.68334 -0.138381 -2.35095 -1.63004 -1.79298 -1.17727 0 0 -2.31136 -1.52569
-1.74908 -1.06961 1.68334 -0.138381 -1.7765 -0.992042 -1.79298 -1.17727 0 0 -1.74908 -1.06961
-1.77072 -1.0789 1.68334 -0.138381 -1.95662 -1.10678 -1.79298 -1.17727 0 0 -1.77072 -1.0789
-1.96528 -0.731788 1.68334 -0.138381 -1.45885 -0.918063 -1.79298 -1.17727 0 0 -1.96528 -0.731788
-1.74516 -1.0458 1.68334 -0.138381 -2.02733 -1.07656 -1.79298 -1.17727 0 0 -1.74516 -1.0458
-1.66625 -0.918142 1.68334 -0.138381 -1.79265 -0.908444 -1.79298 -1.17727 0 0 -1.66625 -0.918142
-2.1096 -0.9518 1.68334 -0.138381 -1.92998 -1.02368 -1.79298 -1.17727 0 0 -2.1096 -0.9518
-1.91274 -0.728213 1.68334 -0.138381 -1.43063 -0.863193 -1.79298 -1.17727 0 0 -1.91274 -0.728213
-1.79064 -0.894349 1.68334 -0.138381 -1.69629 -0.861038 -1.79298 -1.17727 0 0 -1.79064 -0.894349
-1.65747 -1.06928 1.68334 -0.138381 -2.03312 -1.09604 -1.79298 -1.17727 0 0 -1.65747 -1.06928
-1.39085 -0.904661 1.68334 -0.138381 -1.38241 -0.830638 -1.79298 -1.17727 0 0 -1.39085 -0.904661
-2.37419 -0.305983 1.68334 -0.138381 -1.70987 -0.878343 -1.79298 -1.17727 0 0 -2.37419 -0.305983
-1.70855 -0.875672 1.68334 -0.138381 -1.64499 -0.965276 -1.79298 -1.17727 0 0 -1.70855 -0.875672
-1.92405 -1.23401 1.68334 -0.138381 -2.26334 -1.36798 -1.79298 -1.17727 0 0 -1.92405 -1.23401
-2.11613 -1.04182 1.68334 -0.138381 -2.05521 -1.06176 -1.79298 -1.17727 0 0 -2.11613 -1.04182
-1.92629 -0.640211 1.68334 -0.138381 -1.24454 -0.882078 -1.79298 -1.17727 0 0 -1.92629 -0.640211
-1.67773 -0.767513 1.68334 -0.138381 -1.21373 -0.868191 -1.79298 -1.17727 0 0 -1.67773 -0.767513
-1.65174 -1.0427 1.68334 -0.138381 -1.81723 -0.979341 -1.79298 -1.17727 0 0 -1.65174 -1.0427
-2.18756 -0.89378 1.68334 -0.138381 -1.86288 -0.931322 -1.79298 -1.17727 0 0 -2.18756 -0.89378
-2.53595 -1.32058 1.68334 -0.138381 -2.44101 -1.56983 -1.79298 -1.17727 0 0 -2.53595 -1.32058
-1.83596 -1.02874 1.68334 -0.138381 -1.80948 -0.975562 -1.79298 -1.17727 0 0 -1.83596 -1.02874
-1.19492 -0.935104 1.68334 -0.138381 -1.41875 -0.92911 -1.79298 -1.17727 0 0 -1.19492 -0.935104
-2.14814 -1.16566 1.68334 -0.138381 -2.09265 -1.22508 -1.79298 -1.17727 0 0 -2.14814 -1.16566
-2.36924 -0.496041 1.68334 -0.138381 -1.75057 -0.866218 -1.79298 -1.17727 0 0 -2.36924 -0.496041
-2.26316 -1.2237 1.68334 -0.138381 -2.22731 -1.31048 -1.79298 -1.17727 0 0 -2.26316 -1.2237
-1.80195 -1.01845 1.68334 -0.138381 -1.74977 -1.01487 -1.79298 -1.17727 0 0 -1.80195 -1.01845
-2.44154 -1.53311 1.68334 -0.138381 -2.31831 -1.68805 -1.79298 -1.17727 0 0 -2.44154 -1.53311
-2.1348 -0.812854 1.68334 -0.138381 -1.72299 -0.845649 -1.79298 -1.17727 0 0 -2.1348 -0.812854
-1.24922 -0.914609 1.68334 -0.138381 -1.15835 -0.877673 -1.79298 -1.17727 0 0 -1.24922 -0.914609
-1.67834 -0.919751 1.68334 -0.138381 -1.66861 -0.859149 -1.79298 -1.17727 0 0 -1.67834 -0.919751
-2.005 -1.19728 1.68334 -0.138381 -2.24223 -1.35977 -1.79298 -1.17727 0 0 -2.005 -1.19728
-2.14689 -0.678432 1.68334 -0.138381 -1.65998 -0.948764 -1.79298 -1.17727 0 0 -2.14689 -0.678432
-2.13228 -0.573895 1.68334 -0.138381 -1.6302 -0.87659 -1.79298 -1.17727 0 0 -2.13228 -0.573895
-1.61879 -0.97124 1.68334 -0.138381 -1.81072 -0.896946 -1.79298 -1.17727 0 0 -1.61879 -0.97124
-2.14602 -0.958846 1.68334 -0.138381 -2.00037 -1.07645 -1.79298 -1.17727 0 0 -2.14602 -0.958846
-1.76861 -0.973867 1.68334 -0.138381 -1.68278 -0.86326 -1.79298 -1.17727 0 0 -1.76861 -0.973867
-2.1468 -1.16998 1.68334 -0.138381 -2.0553 -1.22486 -1.79298 -1.17727 0 0 -2.1468 -1.16998
-1.53437 -1.20622 1.68334 -0.138381 -2.19583 -1.48023 -1.79298 -1.17727 0 0 -1.53437 -1.20622
-1.88565 -1.11736 1.68334 -0.138381 -2.20667 -1.19531 -1.79298 -1.17727 0 0 -1.88565 -1.11736
-2.34736 -1.62027 1.68334 -0.138381 -2.3965 -1.91299 -1.79298 -1.17727 0 0 -2.34736 -1.62027
-9.55225e-17 0.96 0 0 0 0 0 0 0 0 0 0
0.046793 0.959568 0 0 0 0 0 0 4.94066e-324 0 0 0
0.0935439 0.958273 0 0 0 0 0 0 4.94066e-324 0 0 0
0.140211 0.956115 0 0 0 0 0 0 4.94066e-324 0 0 0
0.186751 0.953096 0 0 0 0 0 0 4.94066e-324 0 0 0
0.233123 0.94922 0 0 0 0 0 0 4.94066e-324 0 0 0
0.279286 0.94449 0 0 0 0 0 0 4.94066e-324 0 0 0
0.325197 0.93891 0 0 0 0 0 0 4.94066e-324 0 0 0
0.370816 0.932484 0 0 0 0 0 0 4.94066e-324 0 0 0
0.416101 0.92522 0 0 0 0 0 0 4.94066e-324 0 0 0
0.461012 0.917123 0 0 0 0 0 0 4.94066e-324 0 0 0
0.505507 0.908201 0 0 0 0 0 0 4.94066e-324 0 0 0
0.549548 0.898461 0 0 0 0 0 0 4.94066e-324 0 0 0
0.593094 0.887913 0 0 0 0 0 0 4.94066e-324 0 0 0
0.636106 0.876565 0 0 0 0 0 0 4.94066e-324 0 0 0
0.678546 0.864429 0 0 0 0 0 0 4.94066e-324 0 0 0
0.720376 0.851515 0 0 0 0 0 0 4.94066e-324 0 0 0
0.761557 0.837835 0 0 0 0 0 0 4.94066e-324 0 0 0
0.802052 0.8234 0 0 0 0 0 0 4.94066e-324 0 0 0
0.841826 0.808225 0 0 0 0 0 0 4.94066e-324 0 0 0
0.880842 0.792322 0 0 0 0 0 0 4.94066e-324 0 0 0
0.919066 0.775706 0 0 0 0 0 0 4.94066e-324 0 0 0
0.956462 0.758393 0 0 0 0 0 0 4.94066e-324 0 0 0
0.992998 0.740396 0 0 0 0 0 0 4.94066e-324 0 0 0
1.02864 0.721733 0 0 0 0 0 0 4.94066e-324 0 0 0
1.06336 0.702421 0 0 0 0 0 0 4.94066e-324 0 0 0
1.09712 0.682477 0 0 0 0 0 0 4.94066e-324 0 0 0
1.12989 0.661918 0 0 0 0 0 0 4.94066e-324 0 0 0
1.16164 0.640764 0 0 0 0 0 0 4.94066e-324 0 0 0
1.19235 0.619033 0 0 0 0 0 0 4.94066e-324 0 0 0
1.22199 0.596746 0 0 0 0 0 0 4.94066e-324 0 0 0
1.25053 0.573921 0 0 0 0 0 0 4.94066e-324 0 0 0
1.27794 0.550579 0 0 0 0 0 0 4.94066e-324 0 0 0
1.3042 0.526742 0 0 0 0 0 0 4.94066e-324 0 0 0
1.32929 0.502431 0 0 0 0 0 0 4.94066e-324 0 0 0
1.35318 0.477668 0 0 0 0 0 0 4.94066e-324 0 0 0
1.37585 0.452475 0 0 0 0 0 0 4.94066e-324 0 0 0
1.39729 0.426875 0 0 0 0 0 0 4.94066e-324 0 0 0
1.41747 0.400891 0 0 0 0 0 0 4.94066e-324 0 0 0
1.43637 0.374546 0 0 0 0 0 0 4.94066e-324 0 0 0
1.45398 0.347863 0 0 0 0 0 0 4.94066e-324 0 0 0
1.47028 0.320868 0 0 0 0 0 0 4.94066e-324 0 0 0
1.48526 0.293584 0 0 0 0 0 0 4.94066e-324 0 0 0
1.4989 0.266036 0 0 0 0 0 0 4.94066e-324 0 0 0
1.5112 0.238248 0 0 0 0 0 0 4.94066e-324 0 0 0
1.52213 0.210246 0 0 0 0 0 0 4.94066e-324 0 0 0
1.53169 0.182055 0 0 0 0 0 0 4.94066e-324 0 0 0
1.53988 0.1537 0 0 0 0 0 0 4.94066e-324 0 0 0
1.54668 0.125207 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55208 0.0966007 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55609 0.0679077 0 0 0 0 0 0 4.94066e-324 0 0 0
1.5587 0.0391536 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55991 0.0103643 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55971 -0.0184344 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55811 -0.0472165 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55511 -0.0759561 0 0 0 0 0 0 4.94066e-324 0 0 0
1.55071 -0.104627 0 0 0 0 0 0 4.94066e-324 0 0 0
1.54491 -0.133204 0 0 0 0 0 0 4.94066e-324 0 0 0
1.53772 -0.161662 0 0 0 0 0 0 4.94066e-324 0 0 0
1.52915 -0.189973 0 0 0 0 0 0 4.94066e-324 0 0 0
1.5192 -0.218114 0 0 0 0 0 0 4.94066e-324 0 0 0
1.50789 -0.246058 0 0 0 0 0 0 4.94066e-324 0 0 0
1.49522 -0.273781 0 0 0 0 0 0 4.94066e-324 0 0 0
1.4812 -0.301258 0 0 0 0 0 0 4.94066e-324 0 0 0
1.46585 -0.328464 0 0 0 0 0 0 4.94066e-324 0 0 0
1.44918 -0.355374 0 0 0 0 0 0 4.94066e-324 0 0 0
1.4312 -0.381964 0 0 0 0 0 0 4.94066e-324 0 0 0
1.41194 -0.40821 0 0 0 0 0 0 4.94066e-324 0 0 0
1.39141 -0.434089 0 0 0 0 0 0 4.94066e-324 0 0 0
1.36962 -0.459577 0 0 0 0 0 0 4.94066e-324 0 0 0
1.34661 -0.484652 0 0 0 0 0 0 4.94066e-324 0 0 0
1.32238 -0.509291 0 0 0 0 0 0 4.94066e-324 0 0 0
1.29696 -0.533471 0 0 0 0 0 0 4.94066e-324 0 0 0
1.27037 -0.557171 0 0 0 0 0 0 4.94066e-324 0 0 0
1.24264 -0.58037 0 0 0 0 0 0 4.94066e-324 0 0 0
1.21379 -0.603047 0 0 0 0 0 0 4.94066e-324 0 0 0
1.18385 -0.62518 0 0 0 0 0 0 4.94066e-324 0 0 0
1.15285 -0.646752 0 0 0 0 0 0 4.94066e-324 0 0 0
1.12081 -0.667741 0 0 0 0 0 0 4.94066e-324 0 0 0
1.08775 -0.688129 0 0 0 0 0 0 4.94066e-324 0 0 0
1.04967 -0.707898 0 0 0 0 0 0 4.94066e-324 0 0 0
