poseodom.x poseodom.y markerPose1.x markerPose1.y markerPose2.x markerPose2.y markerPose3.x markerPose3.y markerPose4.x markerPose4.y PoseKalman.x PoseKalman.y
-2.50729 0.0792537 0.639988 0.396476 0.682696 0.616329 0.249792 0.65904 0 0 0.343681 0.639564
-2.51317 0.0792537 -0.251371 1.25402 -0.417413 0.958645 -0.88907 -0.0709929 0 0 -0.481915 0.713972
-2.51905 0.0792537 0.0847752 0.842391 1.22068 -0.187375 0.427164 0.608514 0 0 0.245241 0.344301
-2.52493 0.0792537 0.0971573 0.976894 -0.632772 1.13603 -0.382737 0.143963 0 0 -0.390701 0.605538
-2.53081 0.0792537 0.0454761 1.04572 0.281588 0.775116 0.147554 0.475363 0 0 0.164511 0.972659
-2.53669 0.0792537 0.0392093 0.938543 1.21606 -0.492889 0.0247332 0.55232 0 0 0.181792 0.363438
-2.54257 0.0792537 0.860907 0.502398 -0.579463 0.974074 0.365837 1.03827 0 0 -0.190832 0.60254
-2.54845 0.0792537 1.07846 0.300488 -1.073 1.04314 -0.164694 0.483319 0 0 -0.133935 0.621554
-2.55434 0.0792537 0.112511 1.00627 0.689142 0.113141 0.173156 0.764501 0 0 0.2288 0.867749
-2.56022 0.0792537 0.947782 0.300945 -0.534154 1.14847 1.25703 1.01351 0 0 0.0915669 0.648521
-2.5661 0.0792537 0.176414 0.628639 0.270755 0.637274 0.842313 1.10227 0 0 0.187855 0.656153
-2.57198 0.0792537 0.79861 0.54299 0.13059 0.888771 1.16791 1.13673 0 0 0.34749 0.732584
-2.57786 0.0792537 -0.0286406 1.05372 -1.6504 1.14496 1.7051 1.13046 0 0 -0.257087 0.842628
-2.58374 0.0792537 -0.0513437 0.812398 1.35383 0.0322376 -1.45294 -1.44982 0 0 -0.0169067 0.168645
-2.58962 0.0792537 0.833257 0.440485 0.549176 0.858395 -0.439783 0.477929 0 0 -0.0160013 0.519966
-2.5955 0.0792537 0.075233 0.805875 0.54717 0.228227 -0.363341 0.641928 0 0 -0.114099 0.4979
-2.60138 0.0792537 0.220255 0.72932 -1.89062 0.980113 0.127239 0.66944 0 0 -0.416426 1.04705
-2.60727 0.0792537 0.354929 0.514727 1.03779 -0.127795 0.779473 0.883841 0 0 0.460905 0.551827
-2.61315 0.0792537 0.803283 0.473075 -0.0540191 0.622053 -0.791615 -0.121311 0 0 -0.247915 0.268035
-2.61903 0.0792537 0.731293 0.476139 -1.10355 0.994385 1.35226 0.836707 0 0 0.214174 0.849282
-2.62491 0.0792537 -0.0293642 0.952232 -0.0929464 0.897867 0.885444 0.802079 0 0 0.155611 0.840193
-2.63079 0.0792537 0.208766 0.668189 0.384805 0.564278 1.61183 0.794825 0 0 0.516374 0.954541
-2.63667 0.0792537 0.240394 0.67318 1.64939 -0.625076 -0.49276 0.299528 0 0 0.243055 0.306761
-2.64255 0.0792537 0.387743 0.577366 0.921144 -0.224488 -0.931773 -0.288149 0 0 0.00398557 0.242104
-2.64843 0.0792537 -0.0939852 2.5661 0.671642 0.0634107 -0.365402 0.0995039 0 0 0.0484539 0.93945
-2.65431 0.0792537 0.123281 0.638585 -1.28351 1.02777 0.0487264 0.792673 0 0 -0.291893 1.00618
-2.66019 0.0792537 0.577084 0.440464 1.40679 -0.662016 -0.488221 0.405134 0 0 0.112042 0.108505
-2.66608 0.0792537 0.713777 0.396549 -0.348176 1.04511 -1.16573 -0.45346 0 0 -0.517561 0.26678
