poseodom.x poseodom.y markerPose1.x markerPose1.y markerPose2.x markerPose2.y markerPose3.x markerPose3.y markerPose4.x markerPose4.y PoseKalman.x PoseKalman.y
-1.83331 0.109658 -2.004 0.355852 -2.16066 -0.671059 -1.67383 -0.394504 0 0 -1.89344 -0.323268
-1.82736 0.109787 -2.13127 -0.116336 -2.43561 -0.858845 -1.91546 -0.308352 0 0 -2.22823 -0.385515
-1.82142 0.109903 -2.28791 0.761343 -2.03696 -0.562921 -2.00227 -0.590971 0 0 -2.13173 -0.128051
-1.8155 0.110007 -1.50904 -0.395433 -1.97026 -0.650309 -1.98357 -0.379276 0 0 -1.45386 -0.401146
-1.80959 0.110101 -2.47673 1.04236 -2.24775 -0.621844 -1.28382 0.572559 0 0 -2.25152 0.327579
-1.8037 0.110186 -2.80235 2.61424 -1.52155 -0.355523 -2.18924 -3.03169 0 0 -1.8877 -0.288151
-1.79781 0.110263 -0.0626373 -2.1151 -2.3545 -0.518275 -1.6795 -1.81833 0 0 -1.62348 -1.10906
-1.79193 0.110332 -1.06314 -1.40762 -2.0898 -0.543439 -1.84136 0.00872819 0 0 -1.64742 -0.56256
-1.78606 0.110394 -0.884405 -1.02802 -1.10594 -0.333039 -0.252068 1.04398 0 0 -1.09036 -0.168026
-1.7802 0.11045 -1.91421 -0.289404 -2.28436 -0.827072 -2.34019 -1.29776 0 0 -2.03432 -0.68076
-1.77434 0.1105 -2.61952 1.58513 -1.41488 -0.338415 -1.77631 -0.814447 0 0 -1.73768 -0.0142516
-1.76849 0.110546 -2.1619 -0.435933 -1.54507 -0.466993 -2.2225 -0.759286 0 0 -2.19128 -0.394013
-1.76265 0.110587 -2.50017 0.247585 -1.86624 -0.372005 -1.17644 0.742632 0 0 -1.66906 0.0556196
-1.75681 0.110624 -0.764779 -1.44537 -1.38387 -0.442029 -2.04692 -0.234098 0 0 -1.62539 -0.626871
-1.75097 0.110657 -1.5851 -0.832421 -2.46883 -0.813674 -2.18565 -0.925457 0 0 -1.98588 -0.754272
-1.74514 0.110687 -2.23503 0.350117 -2.71256 -0.88529 -1.99968 -0.547121 0 0 -1.85951 -0.322074
-1.73931 0.110715 0.0334226 -1.55384 -1.5356 -0.372989 -2.23786 -0.808072 0 0 -1.46581 -0.741345
-1.73349 0.110739 -1.66258 -0.389141 -2.56762 -1.0593 -1.03917 0.329999 0 0 -1.63152 -0.430267
-1.72767 0.110761 -1.54629 -0.680742 -1.74206 -0.41502 0.118872 1.02838 0 0 -1.47146 -0.0261501
-1.72185 0.110781 -2.3679 1.69734 -1.55265 -0.332478 -1.77442 -0.647425 0 0 -2.2496 0.314132
-1.71603 0.110799 -2.00867 0.185109 -1.07886 -0.499097 -2.0335 -0.932531 0 0 -1.46408 -0.404492
-1.71021 0.110815 -2.27554 0.732063 -2.05973 -0.586122 -1.941 -2.13021 0 0 -2.06659 -0.53886
-1.7044 0.110829 -1.66045 -0.682802 -2.27442 -0.612483 -1.91946 -1.40493 0 0 -2.22674 -0.535465
-1.69859 0.110843 -2.84909 2.3955 -2.14165 -0.534168 -1.75508 -0.218295 0 0 -1.97452 0.284059
-1.69278 0.110854 -2.36436 0.118134 -0.878394 -0.513549 -0.873485 0.951398 0 0 -1.16568 0.0368418
-1.68697 0.110865 -1.91317 -0.142462 -1.9927 -0.66967 -0.945196 0.898878 0 0 -1.70622 -0.0553834
-1.68116 0.110875 -2.23603 1.0326 -1.69404 -0.431809 -1.88828 -1.01716 0 0 -2.21041 -0.0680423
-1.67536 0.110883 -2.2033 -0.158914 -1.855 -0.591026 -1.81917 -0.963412 0 0 -2.05438 -0.501367
-1.66955 0.110891 -1.05972 -0.997542 -1.65699 -0.554056 -1.44268 -0.376924 0 0 -1.74513 -0.469796
-1.66375 0.110898 -1.724 -0.613631 -2.17092 -0.737022 -1.75013 -0.346479 0 0 -1.89468 -0.506405
-1.65794 0.110905 -0.715935 -1.18335 -1.39079 -0.34151 -1.94057 -2.5946 0 0 -1.61514 -1.04482
-1.65214 0.11091 -2.5278 0.745853 -1.9886 -0.569411 -1.80726 -0.562985 0 0 -1.80219 -0.26306
-1.64634 0.110915 -0.495346 -1.54429 -0.922617 -0.358677 -1.8276 -1.081 0 0 -1.3556 -0.803468
-1.64054 0.11092 -0.56737 -1.47214 -1.48076 -0.498191 -2.09065 -2.25191 0 0 -1.33987 -1.07636
-1.63473 0.110924 -0.415093 -1.81184 -2.58564 -1.14889 -1.57855 -0.396623 0 0 -1.50138 -0.884178
-1.62893 0.110928 -2.79813 2.68262 -1.40147 -0.425247 -1.04788 0.658752 0 0 -1.79086 0.583469
-1.62313 0.110931 -1.91722 -0.638456 -1.47333 -0.569502 -1.01637 0.1514 0 0 -1.74946 -0.281948
-1.61733 0.110935 -2.18327 0.222763 -1.54376 -0.45834 -1.47708 -0.380681 0 0 -1.71463 -0.253086
-1.61153 0.110937 1.97658 -2.16446 -1.64821 -0.565218 -2.0393 -1.66781 0 0 -0.994209 -1.13493
-1.60573 0.11094 -1.14693 -0.877616 -1.82924 -0.647713 -0.290004 0.744971 0 0 -1.50508 -0.239758
-1.59993 0.110942 -1.79143 0.217217 -2.28 -0.820257 -1.63216 -0.630232 0 0 -2.0888 -0.237109
-1.59413 0.110944 -0.199952 -1.78592 -1.96859 -0.701813 -1.80593 -1.1876 0 0 -1.28231 -0.953793
-1.58834 0.110946 -1.35715 -0.717109 -0.925888 -0.49768 -1.34378 -0.640546 0 0 -1.128 -0.548714
-1.58254 0.110948 0.393374 -2.00919 -1.39794 -0.496625 -1.12049 0.265772 0 0 -1.0686 -0.580429
-1.57674 0.110949 -1.24923 -1.06857 -0.859328 -0.479566 -1.87145 -0.813683 0 0 -1.58222 -0.636221
-1.57094 0.11095 -1.77387 -0.480609 -1.84767 -0.486134 -1.90072 -0.717499 0 0 -1.77171 -0.492946
-1.56514 0.110952 -1.60425 -0.509274 -0.695022 -0.740066 -1.90588 -2.34148 0 0 -1.37194 -0.971615
-1.55935 0.110953 -2.01221 -0.519827 -2.37732 -0.825172 -1.70082 -1.17056 0 0 -2.01003 -0.712853
-1.55355 0.110954 -0.778539 -1.22938 -1.28693 -0.445661 0.371745 1.16758 0 0 -0.948686 -0.213842
-1.54775 0.110955 -2.30595 1.0791 -0.925745 -0.500834 -1.50099 -0.273776 0 0 -1.67165 -0.0218092
-1.54195 0.110955 -1.72995 -0.38338 -1.87053 -0.716237 -1.52194 0.193871 0 0 -1.43564 -0.248794
-1.53615 0.110956 -2.31244 0.512162 -1.25356 -0.380169 -0.792933 0.456389 0 0 -1.33345 0.00287891
-1.53036 0.110957 -2.1196 0.539446 -1.94794 -0.64672 -1.77045 -1.5269 0 0 -1.74639 -0.543561
-1.52456 0.110957 -1.20721 -0.363918 -2.08263 -0.57269 -1.31586 -0.308886 0 0 -1.50087 -0.399462
-1.51876 0.110958 -1.63152 -0.218066 -1.74143 -0.676122 -1.3261 0.0973259 0 0 -1.48613 -0.28544
-1.51297 0.110958 -2.75984 2.27151 -1.99215 -0.648457 -1.54921 -0.31561 0 0 -1.74804 0.180156
-1.50717 0.110959 -1.9143 -0.757792 -0.893023 -0.538894 -1.64748 -1.7916 0 0 -1.63666 -0.82326
-1.50137 0.110959 -1.91774 -0.271372 -1.41227 -0.543189 -1.5456 -1.40176 0 0 -1.69578 -0.597004
-1.49557 0.110959 -2.63549 2.00173 -2.37056 -0.955038 -1.73533 -0.69095 0 0 -1.92583 -0.0672068
-1.48978 0.11096 -0.787883 -1.10844 -1.06922 -0.531207 -1.78607 -0.682415 0 0 -1.58517 -0.606933
-1.48398 0.11096 -1.76816 -0.223636 -1.46284 -0.57608 -0.816687 0.196548 0 0 -1.03551 -0.182318
-1.47818 0.11096 -1.51847 -0.465177 -1.81831 -0.617957 -0.683421 0.89246 0 0 -1.14028 -0.115018
-1.47239 0.110961 -0.703865 -1.3816 -1.42854 -0.577689 -1.13682 -0.0929632 0 0 -1.51823 -0.520154
-1.46659 0.110961 -0.967135 -1.20623 -1.31194 -0.545448 -1.62691 -0.919544 0 0 -1.25797 -0.781968
-1.46079 0.110961 -0.542285 -1.20707 -2.18863 -0.870167 -1.17412 -0.221634 0 0 -1.46031 -0.665731
-1.45499 0.110961 -1.74088 0.0880208 -1.39434 -0.566514 -0.0261126 1.01311 0 0 -1.02877 0.0276022
-1.4492 0.110961 -2.25826 1.16284 -1.02265 -0.618017 -1.02345 0.107045 0 0 -1.11346 0.134893
-1.4434 0.110961 -1.00842 -1.06317 -1.93052 -0.709312 -1.94826 -1.49429 0 0 -1.62386 -0.889232
-1.4376 0.110962 -0.781391 -1.40233 -1.58997 -0.570428 -1.6951 -2.18691 0 0 -1.55846 -1.15278
-1.43181 0.110962 -2.66836 0.85456 -0.906903 -0.599605 -1.47774 -0.784144 0 0 -1.60917 -0.23942
-1.42601 0.110962 -0.804979 -1.12796 -2.05564 -0.897917 -0.931436 0.39244 0 0 -1.3131 -0.561518
-1.42021 0.110962 -1.59127 -0.52425 -1.5213 -0.528829 -1.76693 -1.9797 0 0 -1.87691 -0.770111
-1.41442 0.110962 -1.4871 -0.620732 -1.79691 -0.620117 -1.37982 -0.00834261 0 0 -1.62241 -0.41048
-1.40862 0.110962 0.0432715 -1.57993 -1.34374 -0.523084 -1.09932 0.279654 0 0 -0.93394 -0.557485
-1.40282 0.110962 -1.6449 4.03573 -1.98903 -0.634179 -1.67835 -2.73245 0 0 -1.71471 0.00108101
-1.39703 0.110962 -1.80232 -0.558029 -1.60591 -0.613446 -1.78762 -1.25203 0 0 -1.67417 -0.680608
-1.39123 0.110962 -1.22328 -1.10193 -1.56915 -0.561159 -1.32513 -0.784596 0 0 -1.46033 -0.689543
-1.38543 0.110962 -0.686701 -1.06491 -0.680714 -0.699067 -1.02562 -0.107883 0 0 -0.878545 -0.557336
-1.37964 0.110962 -2.04627 0.427693 -1.76493 -0.458984 -1.63034 -0.737617 0 0 -1.85281 -0.27295
-1.37384 0.110962 -2.19355 2.7927 -1.23812 -0.521707 -1.00969 0.124959 0 0 -1.27545 0.496857
-1.36804 0.110962 -1.76667 -0.195684 -1.893 -0.649153 -1.15741 0.0953048 0 0 -1.38794 -0.311646
-1.36224 0.110962 0.599043 -1.75515 -0.745638 -0.872468 -1.61503 -2.01119 0 0 -1.2838 -1.0194
-1.35645 0.110962 -1.93601 -0.0898065 -1.2764 -0.663788 -1.56451 -0.991931 0 0 -1.62555 -0.519872
-1.35065 0.110962 -1.23085 -0.72815 -1.84484 -0.583005 -1.56194 -1.10194 0 0 -1.30547 -0.698673
-1.34485 0.110962 -1.2382 -0.777876 -0.902924 -0.587539 -1.67335 -1.07331 0 0 -0.973568 -0.63048
-1.33906 0.110962 -2.17397 2.64296 -1.61881 -0.676588 -0.92233 0.0537722 0 0 -1.60502 0.369121
-1.33326 0.110962 -1.13121 -1.05599 -1.53836 -0.53585 -0.94553 0.0275492 0 0 -1.39569 -0.485364
-1.32746 0.110963 -1.38702 -0.70312 -1.84276 -0.741687 -1.347 -2.41761 0 0 -1.29314 -1.01459
-1.32167 0.110963 -0.266944 -1.50133 -1.19598 -0.582894 -1.55141 -1.12041 0 0 -1.09924 -0.948764
-1.31587 0.110963 -0.579806 -1.32508 -1.39926 -0.575911 0.191877 0.847464 0 0 -0.703653 -0.415404
-1.31007 0.110963 -1.30147 -0.252348 -1.65683 -0.631374 -1.79587 -1.58028 0 0 -1.41506 -0.712481
-1.30428 0.110963 -1.72513 0.44838 -1.644 -0.613544 -0.893877 -0.23106 0 0 -1.57055 -0.217906
-1.29848 0.110963 -0.304668 -1.24678 -1.21475 -0.651332 -1.41615 -0.797845 0 0 -1.0869 -0.759129
-1.29268 0.110963 -0.710547 -1.12555 -2.10743 -0.729447 -1.42529 -2.34538 0 0 -1.19148 -1.05322
-1.28689 0.110963 -2.68311 0.854683 -0.760821 -0.670916 -1.5007 -0.893876 0 0 -1.46825 -0.305335
-1.28109 0.110963 -0.860536 -1.09532 -1.50339 -0.614218 -1.7811 -0.91945 0 0 -1.62392 -0.731946
-1.27529 0.110963 -1.26938 -0.13767 -1.48175 -0.550917 -1.0048 -0.264927 0 0 -1.09267 -0.312621
-1.2695 0.110963 0.242384 -1.40734 -1.37587 -0.691098 -1.46949 -1.19422 0 0 -0.689126 -0.837372
-1.2637 0.110963 -1.3921 -0.35535 -1.66031 -0.591655 -0.60864 0.185728 0 0 -1.02641 -0.271727
-1.2579 0.110963 -0.398309 -1.58833 -1.61573 -0.642576 -1.48174 -1.34003 0 0 -0.837866 -0.85219
-1.25211 0.110963 -0.464012 -1.40322 -1.71161 -0.64408 -0.837168 0.14061 0 0 -1.24327 -0.578574
-1.24631 0.110963 2.02957 -1.62083 -1.92362 -0.762559 -1.06329 -0.0663932 0 0 -0.450512 -0.728699
-1.24051 0.110963 -0.643985 -0.898267 -1.96137 -0.693961 -0.372449 0.246075 0 0 -1.03108 -0.49289
-1.23472 0.110963 0.0671571 -1.60578 -1.68412 -0.69226 -1.56198 -1.26152 0 0 -1.4089 -0.873674
-1.22892 0.110963 -1.2899 -1.04229 -1.08517 -0.717199 -1.48059 -0.995827 0 0 -1.32804 -0.800639
-1.22312 0.110963 -1.52757 -0.484356 -1.90941 -0.68722 -1.0141 -0.864117 0 0 -1.95623 -0.418074
-1.21732 0.110963 -1.26479 -0.439112 -0.877508 -0.606435 -0.569835 0.0905266 0 0 -0.671626 -0.266995
-1.21153 0.110963 -1.81675 0.0294126 -1.68286 -0.608591 0.0921898 0.505127 0 0 -1.37743 -0.10717
-1.20573 0.110963 -2.26926 1.21899 -1.21895 -0.569832 -1.8498 -2.52058 0 0 -1.72368 -0.630257
-1.19993 0.110963 0.344629 -1.23701 -1.7414 -0.732052 -1.24736 -0.307746 0 0 -1.06118 -0.636775
-1.19414 0.110963 -1.43147 -0.89433 -1.18194 -0.51325 -1.09564 -0.615098 0 0 -1.1427 -0.565666
-1.18834 0.110963 -1.33559 -0.600334 -1.41521 -0.64219 -1.57949 -1.18389 0 0 -1.35159 -0.662777
-1.18254 0.110963 -1.99317 0.358598 -1.41025 -0.611083 -1.49617 -0.895482 0 0 -1.42341 -0.388489
-1.17675 0.110963 -2.10584 0.529974 -1.15124 -0.681311 -0.608393 0.316471 0 0 -1.38873 -0.0872817
-1.17095 0.110963 -0.443943 -1.51211 -1.43904 -0.580268 -1.60865 -1.87659 0 0 -1.16026 -1.08107
-1.16515 0.110963 -0.758197 -0.802618 -1.43136 -0.748847 -1.16553 -0.871994 0 0 -1.22601 -0.746962
-1.15936 0.110963 -0.440986 -1.50343 -1.12442 -0.704239 -1.19217 -1.16446 0 0 -0.701663 -0.856851
-1.15356 0.110963 -0.594073 -0.783612 -1.45476 -0.661962 -0.868444 -0.131045 0 0 -1.27283 -0.488388
-1.14776 0.110963 -0.860674 -0.818595 -0.539517 -0.86701 -1.44266 -1.49664 0 0 -1.08171 -0.905605
-1.14197 0.110963 -1.69489 0.822548 -1.26864 -0.640519 -0.378796 0.547452 0 0 -0.963602 0.110627
-1.13617 0.110963 -0.759156 -0.677809 -0.68557 -0.726048 -1.42078 -1.34305 0 0 -1.05397 -0.738668
-1.13037 0.110963 -1.37723 -0.902658 -0.941059 -0.716755 -1.3138 -1.97328 0 0 -1.09909 -0.954866
-1.12458 0.110963 -1.96779 0.0578483 -0.986448 -0.59981 -0.794092 -0.00701856 0 0 -1.02147 -0.249978
-1.11878 0.110963 -2.341 0.923142 -1.03118 -0.77513 -0.719246 0.149454 0 0 -1.19056 -0.0625741
-1.11298 0.110963 -1.72607 0.255399 -1.31932 -0.706356 -0.975478 -0.811215 0 0 -0.898393 -0.239022
-1.10719 0.110963 0.585252 -1.75294 -0.58306 -0.908432 -0.919372 0.0186411 0 0 -0.756418 -0.716267
-1.10139 0.110963 -0.16907 -1.1105 -1.2356 -0.533668 -1.16465 -0.480127 0 0 -0.970857 -0.630765
-1.09559 0.110963 -1.97603 0.381032 -0.586124 -0.819588 -1.53566 -2.03335 0 0 -1.37825 -0.695277
-1.0898 0.110963 -1.98476 0.873759 -0.965785 -0.588551 -0.934333 -0.529591 0 0 -1.71799 -0.00148604
-1.084 0.110963 -1.15422 -0.0129867 -1.25271 -0.718483 -1.13624 -0.663362 0 0 -0.86354 -0.376257
-1.0782 0.110963 -1.79846 0.551439 -1.17291 -0.697277 -0.759364 -0.445913 0 0 -1.07912 -0.257849
-1.07241 0.110963 -1.11941 -0.967891 -0.820161 -0.701526 0.130246 0.409876 0 0 -0.793716 -0.479417
-1.06661 0.110963 -1.67744 0.150168 -0.573542 -0.841319 0.729662 0.88423 0 0 -0.596626 -0.104987
-1.06081 0.110963 -1.63012 -0.292599 -1.85206 -0.800575 -0.938409 -0.223243 0 0 -1.48618 -0.413687
-1.05501 0.110963 -1.74178 -0.0837004 -0.577485 -0.888028 0.448513 0.785053 0 0 -0.700538 -0.167473
-1.04922 0.110963 -1.12696 -0.759558 -1.65484 -0.643281 -0.787377 -0.264637 0 0 -1.28797 -0.543754
-1.04342 0.110963 -1.6553 -0.0592128 -1.22018 -0.544754 -1.17995 -1.14886 0 0 -1.32504 -0.522363
-1.03762 0.110963 -1.87418 0.489754 -1.44372 -0.653725 -0.356242 0.0466509 0 0 -1.49189 -0.104576
-1.03183 0.110963 0.115939 -1.30574 -1.12477 -0.827713 -0.943969 -0.787731 0 0 -0.684511 -0.838203
-1.02603 0.110963 -1.96482 0.482921 -0.718548 -0.728199 -1.33039 -1.14721 0 0 -0.97627 -0.363176
-1.02023 0.110963 -0.309752 -0.978851 -1.41285 -0.77377 -1.59403 -1.93011 0 0 -1.18393 -0.985057
-1.01444 0.110963 -2.02748 0.832929 -1.36269 -0.674458 0.853334 0.786217 0 0 -0.938148 0.0334683
-1.00864 0.110963 -1.92272 0.811227 -0.220103 -1.2211 -1.26418 -1.7607 0 0 -0.698174 -0.490701
-1.00284 0.110963 -1.71905 0.216615 -0.460237 -1.0121 -1.17632 -1.21769 0 0 -1.03347 -0.66455
-0.997047 0.110963 -1.14003 -0.435851 -1.91395 -0.80462 -1.40382 -1.74427 0 0 -1.28195 -0.86447
-0.99125 0.110963 -1.57875 -0.25456 -1.21017 -0.671503 -1.26232 -0.902109 0 0 -1.42097 -0.556426
-0.985453 0.110963 -0.653398 -0.929533 -0.881242 -0.694299 -1.16081 -1.29539 0 0 -1.22755 -0.795352
-0.979657 0.110963 1.34731 -1.776 -1.22727 -0.6219 -1.28801 -0.95041 0 0 -0.344707 -0.897757
-0.97386 0.110963 -1.66539 -0.0138589 -1.0674 -0.584274 -1.14213 -0.839824 0 0 -1.0614 -0.490536
-0.968063 0.110963 -0.760036 -0.691634 -0.572706 -0.996216 -0.152806 0.236755 0 0 -0.919565 -0.48395
-0.962266 0.110963 -0.315838 -1.05669 -1.38763 -0.666509 -1.30654 -1.40969 0 0 -0.631341 -0.7458
-0.95647 0.110963 -1.89785 -0.106624 -1.03218 -0.742072 -1.23791 -2.10516 0 0 -1.78712 -0.711509
-0.950673 0.110963 -1.92079 1.06402 -1.62371 -0.667767 -0.450669 0.0603378 0 0 -1.09696 0.00649647
-0.944876 0.110963 -1.99311 -0.0539334 -0.740513 -0.764073 -1.10907 -0.509084 0 0 -0.869233 -0.318387
-0.939079 0.110963 -0.9338 -0.838189 -0.815046 -0.696544 -1.25239 -1.51853 0 0 -0.818583 -0.832108
-0.933282 0.110963 0.160002 -1.63316 -1.87134 -0.809431 -1.02395 -0.615412 0 0 -0.501995 -0.665506
-0.927486 0.110963 -1.86541 0.420584 -0.856512 -0.856441 -1.21422 -0.99538 0 0 -1.19372 -0.56042
-0.921689 0.110963 -0.250554 -0.954051 -0.503333 -0.927931 -0.601456 -0.541536 0 0 -0.572787 -0.713949
-0.915892 0.110963 -1.45896 -0.128743 -1.39834 -0.595037 -1.49257 -1.63327 0 0 -0.933329 -0.534039
-0.910095 0.110963 -0.650538 -0.719953 -0.456739 -1.14684 -1.16496 -1.31703 0 0 -0.451296 -0.774925
-0.904298 0.110963 -2.31918 1.34759 -0.29415 -1.1372 -0.622829 -0.146643 0 0 -1.13407 -0.12095
-0.898502 0.110963 -0.837107 -0.745994 -1.9904 -0.796384 -0.919008 -1.17205 0 0 -1.27862 -0.780466
-0.892705 0.110963 -1.21079 -0.301816 -0.632237 -0.837248 -0.929195 -2.88899 0 0 -0.963451 -1.14644
-0.886908 0.110963 -0.1063 -1.42201 -0.638284 -0.754821 -1.23805 -1.11522 0 0 -0.789758 -0.899929
-0.881111 0.110963 -1.93546 0.24418 -0.979901 -0.673348 -0.75952 -0.342997 0 0 -1.15184 -0.340862
-0.875315 0.110963 -0.611404 -0.643481 -0.508923 -0.89866 -0.358502 -0.0488037 0 0 -0.571589 -0.56246
-0.869518 0.110963 -0.86227 -1.3077 -0.639365 -0.968103 -0.779255 -0.540896 0 0 -0.750454 -0.864421
-0.863721 0.110963 -0.438556 -0.805779 -1.36323 -0.656427 -0.940423 -0.476397 0 0 -0.990363 -0.629066
-0.857924 0.110963 -2.152 1.5496 -1.20074 -0.708658 -1.31298 -1.23477 0 0 -0.953992 0.023285
-0.852127 0.110963 -1.23937 0.0862284 -1.63579 -0.65465 -0.424127 -0.417158 0 0 -1.35559 -0.338043
-0.846331 0.110963 -0.706828 -0.790701 -0.76629 -0.826338 -0.818146 -0.556485 0 0 -0.712981 -0.637776
-0.840534 0.110963 -1.35616 -0.149278 -0.604407 -0.80351 0.0146557 0.191091 0 0 -0.797325 -0.325194
-0.834737 0.110963 -0.337855 -1.2081 -0.220342 -1.2105 -1.20924 -1.4885 0 0 -0.92826 -1.08075
-0.82894 0.110963 0.0340291 -1.38954 -1.46589 -0.664774 -0.764505 -0.40433 0 0 -0.605297 -0.717025
-0.823143 0.110963 -1.80719 0.389663 -1.41169 -0.671905 -1.00217 -0.894281 0 0 -1.51694 -0.406507
-0.817347 0.110963 -0.886375 -1.09517 -0.701439 -0.747096 -1.02417 -2.27999 0 0 -0.859626 -1.1541
-0.81155 0.110963 -0.934936 -0.860852 -1.49349 -0.685422 -1.30282 -1.18812 0 0 -0.803524 -0.554081
-0.805753 0.110963 -0.78816 -0.302409 -1.28388 -0.659395 -0.409149 -0.0426115 0 0 -0.936227 -0.375918
-0.799956 0.110963 0.504271 -1.42573 -1.02541 -0.751857 -1.00615 -0.80261 0 0 -0.527536 -0.760502
-0.79416 0.110963 0.260886 -1.44257 -0.892487 -0.801072 -0.538254 -0.279628 0 0 -0.50332 -0.725881
-0.788363 0.110963 -0.322507 -0.930354 -0.706972 -0.710646 -0.902986 -0.677225 0 0 -0.593136 -0.61468
-0.782566 0.110963 -1.17518 -0.360184 -0.496541 -0.915658 -1.16064 -1.35505 0 0 -1.33585 -0.769582
-0.776769 0.110963 -0.648526 -1.33451 -0.915719 -0.798143 -0.974031 -2.83356 0 0 -0.54109 -1.14915
-0.770972 0.110963 -0.296635 -0.961026 -0.331359 -1.11224 -0.664761 -0.246752 0 0 -0.292078 -0.617998
-0.765176 0.110963 -1.42122 -0.306622 -1.04316 -0.708884 -0.271829 -0.294568 0 0 -0.613407 -0.379085
-0.759379 0.110963 -0.747642 -1.09282 -0.323697 -1.15155 -0.682948 -0.547632 0 0 -0.227309 -0.56956
-0.753582 0.110963 -1.87441 0.414329 -0.865967 -0.679893 -1.02669 -1.72153 0 0 -1.29812 -0.693296
-0.747785 0.110963 -0.239978 -0.946612 -0.0203086 -1.83058 -0.692797 -0.692906 0 0 -0.103722 -0.795992
-0.741988 0.110963 -0.665687 -0.602074 -0.202301 -1.42167 -0.182067 0.0654191 0 0 -0.158137 -0.395163
-0.736192 0.110963 0.999443 -1.37231 -0.394168 -1.31168 -0.764411 -0.427513 0 0 -0.474795 -0.940155
-0.730395 0.110963 -1.8387 0.204731 -0.420169 -1.06621 -0.692299 -0.258452 0 0 -0.853806 -0.386496
-0.724598 0.110963 -1.63925 0.331507 -0.895293 -0.72543 -1.12588 -1.99488 0 0 -1.3573 -0.747197
-0.718801 0.110963 -0.857608 -0.806137 -1.27056 -0.538554 -0.58965 -0.458823 0 0 -0.882102 -0.584155
-0.713005 0.110963 -1.68268 1.20698 -0.610465 -1.0214 -0.837166 -0.949713 0 0 -1.05155 -0.37725
-0.707208 0.110963 -1.61482 0.0926018 -0.846303 -0.753845 -0.405238 -0.281976 0 0 -1.23706 -0.400371
-0.701411 0.110963 -1.24521 -0.329488 -0.718808 -0.886429 -0.939348 -1.12886 0 0 -0.975796 -0.709261
-0.695614 0.110963 0.828611 -1.56927 -0.71899 -0.87804 -0.937505 -0.874108 0 0 -0.595174 -0.956441
-0.689817 0.110963 0.0306486 -0.979495 -0.481573 -0.869901 -0.227221 -0.209069 0 0 -0.456742 -0.689323
-0.684021 0.110963 0.0200735 -1.23832 -1.47367 -0.652548 -0.255621 -0.511973 0 0 -0.884489 -0.686599
-0.678224 0.110963 0.340477 -1.32115 -0.392346 -0.906237 -0.833183 -1.04523 0 0 -0.766486 -0.916728
-0.672427 0.110963 1.93204 -1.23673 -0.452635 -0.894198 0.185197 0.129398 0 0 -0.0368491 -0.643325
-0.66663 0.110963 -0.744919 -1.08422 -1.44119 -0.672881 -0.970435 -1.5999 0 0 -1.06834 -0.982092
-0.660833 0.110963 -1.88673 1.2769 -0.515192 -0.869231 -0.802041 -0.876222 0 0 -0.992319 -0.301119
-0.655037 0.110963 0.072886 -1.27154 -0.647803 -0.67274 -0.842758 -0.549113 0 0 -0.580008 -0.739296
-0.64924 0.110963 -0.460002 -0.943778 -1.29186 -0.639644 -1.09611 -1.57098 0 0 -0.8233 -0.898101
-0.643443 0.110963 -0.602835 -0.674236 -1.21701 -0.45603 -0.667568 -0.48069 0 0 -0.486703 -0.450048
-0.637646 0.110963 0.651512 -1.21403 -0.239342 -0.979254 -0.456643 -0.523344 0 0 -0.0693442 -0.82628
-0.63185 0.110963 -1.569 -0.189164 -0.708248 -0.812512 -0.49044 -0.335673 0 0 -0.666778 -0.4003
-0.626053 0.110963 0.0650732 -1.07648 -1.58877 -0.605141 -1.0864 -2.43051 0 0 -1.09402 -1.13212
-0.620256 0.110963 0.441652 -1.34402 -1.1383 -0.597774 0.18541 0.164181 0 0 -0.398759 -0.601906
-0.614459 0.110963 1.93493 -1.41549 -0.161907 -1.25975 -0.776467 -0.831343 0 0 0.232839 -0.886121
-0.608662 0.110963 -0.758316 -0.768919 -0.754932 -0.615101 -0.266909 -0.184418 0 0 -0.3982 -0.481214
-0.602866 0.110963 -0.553102 -0.785446 -0.503468 -0.837942 -0.0377464 -0.294447 0 0 -0.44195 -0.622147
-0.597069 0.110963 -1.99154 1.28171 -0.21517 -1.06857 -0.879766 -2.05806 0 0 -0.753797 -0.557189
-0.591272 0.110963 -1.46802 -0.362098 -0.240791 -0.931368 -0.805356 -0.864624 0 0 -1.11027 -0.671169
-0.585475 0.110963 -1.47416 -0.334897 -0.950608 -0.604895 -0.878445 -1.45934 0 0 -0.717655 -0.548344
-0.579679 0.110963 -0.884267 -0.569973 -1.09523 -0.608424 -0.744814 -1.31165 0 0 -0.754967 -0.715162
-0.573882 0.110963 0.520316 -1.25964 -0.607798 -0.93595 -0.086086 -0.115611 0 0 0.0948509 -0.47015
-0.568085 0.110963 -0.34835 -0.581281 -0.0474058 -1.47947 -0.825681 -1.30854 0 0 -0.271346 -0.916022
-0.562288 0.110963 -2.13316 0.606535 -0.240424 -1.15577 -0.506215 -1.042 0 0 -0.917339 -0.523264
-0.556491 0.110963 -0.0445374 -0.917325 -0.739976 -0.823321 -0.67445 -0.877202 0 0 -0.499565 -0.741325
-0.550695 0.110963 -1.65528 0.491646 -0.555882 -0.728521 -0.5519 -0.946904 0 0 -0.529347 -0.343186
